ID,公司,職務,類別,工作內容,風險等級,自動化風險分數
9a220dfd-0ce6-468f-92cb-9d92e942e720,光研智能股份有限公司,雲端系統維運工程師,其他資訊專業人員,"【工作技能】
1.Azure雲端服務應用(例：VM、AKS、AppService、AzureSQL...)
2.容器化技術的應用(例：Docker、K8s)
3.Windows、Linux 作業系統管理
4.關連式資料庫操作管理 (例：MSSQL、PostgreSQL...)
5.時序型資料庫操作管理 (例：InfluxDb、Prometheus...)
6.維運相關OSS的使用經驗(例：Gitlab、Grafana)
 
【工作內容】
1. Azure 雲端服務管理
 - VM 、AKS 主機(正式及測試環境)建置、監控及維護
 - 資料庫服務監控及維護   
 
2. 本地機房主機網路管理
 - 實體機器監控及維護
 - 網路環境監控及維護
 - 開發測試主機、資料庫管理 
 
3. 專案系統服務管理
 - 服務上架監控維護
 - 資料庫帳號權限管理
 
4. 監控異常警告機制管理
 - Azure 基本服務
 - 專案系統服務
 - 資料庫服務
 - 資料收集
 
5. ISO27001資安管理作業
 -定期作業(弱點掃描、災難演練計畫、系統組態審查...等)
 -建立資安管理規範
 -資安技術的研究
 
6. 集團內協助其它 MIS 作業",低風險,0.296
9a220dfd-0ce6-468f-92cb-9d92e942e720,光研智能股份有限公司,雲端系統維運工程師,系統工程師,"【工作技能】
1.Azure雲端服務應用(例：VM、AKS、AppService、AzureSQL...)
2.容器化技術的應用(例：Docker、K8s)
3.Windows、Linux 作業系統管理
4.關連式資料庫操作管理 (例：MSSQL、PostgreSQL...)
5.時序型資料庫操作管理 (例：InfluxDb、Prometheus...)
6.維運相關OSS的使用經驗(例：Gitlab、Grafana)
 
【工作內容】
1. Azure 雲端服務管理
 - VM 、AKS 主機(正式及測試環境)建置、監控及維護
 - 資料庫服務監控及維護   
 
2. 本地機房主機網路管理
 - 實體機器監控及維護
 - 網路環境監控及維護
 - 開發測試主機、資料庫管理 
 
3. 專案系統服務管理
 - 服務上架監控維護
 - 資料庫帳號權限管理
 
4. 監控異常警告機制管理
 - Azure 基本服務
 - 專案系統服務
 - 資料庫服務
 - 資料收集
 
5. ISO27001資安管理作業
 -定期作業(弱點掃描、災難演練計畫、系統組態審查...等)
 -建立資安管理規範
 -資安技術的研究
 
6. 集團內協助其它 MIS 作業",低風險,0.306
9a220dfd-0ce6-468f-92cb-9d92e942e720,光研智能股份有限公司,雲端系統維運工程師,雲端工程師,"【工作技能】
1.Azure雲端服務應用(例：VM、AKS、AppService、AzureSQL...)
2.容器化技術的應用(例：Docker、K8s)
3.Windows、Linux 作業系統管理
4.關連式資料庫操作管理 (例：MSSQL、PostgreSQL...)
5.時序型資料庫操作管理 (例：InfluxDb、Prometheus...)
6.維運相關OSS的使用經驗(例：Gitlab、Grafana)
 
【工作內容】
1. Azure 雲端服務管理
 - VM 、AKS 主機(正式及測試環境)建置、監控及維護
 - 資料庫服務監控及維護   
 
2. 本地機房主機網路管理
 - 實體機器監控及維護
 - 網路環境監控及維護
 - 開發測試主機、資料庫管理 
 
3. 專案系統服務管理
 - 服務上架監控維護
 - 資料庫帳號權限管理
 
4. 監控異常警告機制管理
 - Azure 基本服務
 - 專案系統服務
 - 資料庫服務
 - 資料收集
 
5. ISO27001資安管理作業
 -定期作業(弱點掃描、災難演練計畫、系統組態審查...等)
 -建立資安管理規範
 -資安技術的研究
 
6. 集團內協助其它 MIS 作業",低風險,0.302
e515eacb-b919-4d7f-b22f-00f71c3a26b9,奇豐資訊科技股份有限公司,後端軟體開發工程師 (高雄),Internet程式設計師,"奇豐的軟體工程師在本公司「為人類創造美好的數位生活體驗」的願景下，專注於為顧客提供數位轉型之技術應用，以整合軟體技術、AI 發展與顧客知識領域，打造最適合顧客的數位解決方案；同時與公司的商業策略部門進行協作，因應來自不同方面的變化，以敏捷的團隊合作方式共同完成顧客所託，並產生顧客所期望的價值。

因此，本公司的軟體工程師不會只定位在寫程式而已，而是會接觸到在軟體開發過程中各種不同的零組件，依照奇豐為顧客構思與打造的數位轉型與策略藍圖，將不同的軟體技術與零組件整合成為顧客所需要的解決方案；所以本公司的軟體工程師需要有持續學習與累積專業能力的習慣，並且能與團隊一起面對各種不同的變化，以因應各種不同領域的多變需求。

★ 從「寫程式」升級為「AI驅動的解決方案建構者」★

【核心能力】
 •  AI工具應用與整合能力
 •  系統架構思維
 •  測試自動化與CI/CD實作
 •  資安與治理理解
 •  與顧問/業務跨部門協作能力


【工作內容】
1. 利用本公司所發展的數位轉型應用平台，執行顧客所委託的數位應用開發專案。
2. 於專案過程中發掘或提出持續改善本公司數位轉型應用平台的良好建議。
3. 善用各種 AI 工具加速或改善工作流，並與團隊分享與共創價值。
4. 與團隊一起學習新的領域知識，並轉換為未來可運用的標準化規格與資源。


【為了要達成日常所需的工作，您需要有以下能力】

1. 熟悉.NET平台及C#程式語言。
2. 對Web開發技術熟悉，如ASP.NET或ASP.NET Core，並對HTML/CSS/JS不陌生。
3. 熟悉資料庫設計、開發與SQL指令的撰寫，資料庫系統以MS SQL Server為主。
4. 熟悉如何使用.NET存取資料庫，方法可以是ADO.NET\Dapper\Entity Framework等等。
5. 對軟體開發流程有基本理解。
6. 良好的溝通與傾聽能力，願意分享並與他人協作。
7. 具有持續學習的熱忱與隨時面對多變環境的心態。
8. 具備基礎英文閱讀能力 (能看得懂網路上的技術文章)。
9. 善用各種AI工具加速或改善工作流。
10. (加分項) 對Server、Networking等有基礎知識。
11. (加分項) 對資訊安全的概念有基本理解。
12. (加分項) 對專案管理及敏捷開發有基本的概念。

若您是大學新鮮人或剛轉職的新人，我們有提供新人的教育訓練，協助您盡早上手工作任務，也會為新人安排導師，協助您進入狀況，也有固定安排的學習活動，與團隊一起學習與成長。

誠摯邀請您加入奇豐大家庭的行列！",低風險,0.111
e515eacb-b919-4d7f-b22f-00f71c3a26b9,奇豐資訊科技股份有限公司,後端軟體開發工程師 (高雄),軟體工程師,"奇豐的軟體工程師在本公司「為人類創造美好的數位生活體驗」的願景下，專注於為顧客提供數位轉型之技術應用，以整合軟體技術、AI 發展與顧客知識領域，打造最適合顧客的數位解決方案；同時與公司的商業策略部門進行協作，因應來自不同方面的變化，以敏捷的團隊合作方式共同完成顧客所託，並產生顧客所期望的價值。

因此，本公司的軟體工程師不會只定位在寫程式而已，而是會接觸到在軟體開發過程中各種不同的零組件，依照奇豐為顧客構思與打造的數位轉型與策略藍圖，將不同的軟體技術與零組件整合成為顧客所需要的解決方案；所以本公司的軟體工程師需要有持續學習與累積專業能力的習慣，並且能與團隊一起面對各種不同的變化，以因應各種不同領域的多變需求。

★ 從「寫程式」升級為「AI驅動的解決方案建構者」★

【核心能力】
 •  AI工具應用與整合能力
 •  系統架構思維
 •  測試自動化與CI/CD實作
 •  資安與治理理解
 •  與顧問/業務跨部門協作能力


【工作內容】
1. 利用本公司所發展的數位轉型應用平台，執行顧客所委託的數位應用開發專案。
2. 於專案過程中發掘或提出持續改善本公司數位轉型應用平台的良好建議。
3. 善用各種 AI 工具加速或改善工作流，並與團隊分享與共創價值。
4. 與團隊一起學習新的領域知識，並轉換為未來可運用的標準化規格與資源。


【為了要達成日常所需的工作，您需要有以下能力】

1. 熟悉.NET平台及C#程式語言。
2. 對Web開發技術熟悉，如ASP.NET或ASP.NET Core，並對HTML/CSS/JS不陌生。
3. 熟悉資料庫設計、開發與SQL指令的撰寫，資料庫系統以MS SQL Server為主。
4. 熟悉如何使用.NET存取資料庫，方法可以是ADO.NET\Dapper\Entity Framework等等。
5. 對軟體開發流程有基本理解。
6. 良好的溝通與傾聽能力，願意分享並與他人協作。
7. 具有持續學習的熱忱與隨時面對多變環境的心態。
8. 具備基礎英文閱讀能力 (能看得懂網路上的技術文章)。
9. 善用各種AI工具加速或改善工作流。
10. (加分項) 對Server、Networking等有基礎知識。
11. (加分項) 對資訊安全的概念有基本理解。
12. (加分項) 對專案管理及敏捷開發有基本的概念。

若您是大學新鮮人或剛轉職的新人，我們有提供新人的教育訓練，協助您盡早上手工作任務，也會為新人安排導師，協助您進入狀況，也有固定安排的學習活動，與團隊一起學習與成長。

誠摯邀請您加入奇豐大家庭的行列！",低風險,0.115
d5b98e5f-8648-4e9d-bd41-6574a61a0b65,中偉科技股份有限公司,MIS/網管工程師(北區),系統工程師,"【工作內容】
 
1.  網路設備資產、公司資訊相關設備與員工個人電腦維護及管理。
2. 台北/高雄公司二地MIS機房設備管理。
3. ISO27001 驗證導入與維護;內外部稽核執行
4. ERP系統導入、維護，並解決使用者操作與系統基本問題。 
5. 依照企業需求，規劃、架設及管理各種伺服器。
6. 幫用戶端或作業員設定好電腦工作環境（如：應用軟體）。
7. 設定電腦周邊硬體系統的網絡連線（如：印表機）。
8. 建立使用手冊及程序，並對使用者進行教育訓練。
9. 負責資訊安全的管制。
10. 控管、備份網路伺服器內的檔案，並設定用戶端權限，以確保檔案安全。

【其他條件】 
1. 具備MIS工作二年以上經験
2. 具網路建置及伺服器管理優先考慮
3. 個性樂觀、主動積極、有責任感、樂於學習及有耐心
4. 具備良好的溝通能力，能依公司規定達成工作目標
5. 有ISO 27001導入或維護經驗尤佳
6. 需台北高雄出差


MIS／網管主管
1. 與使用者、管理階層、供應商及技術人員共同評估電腦與系統之需求。
2. 確保各部門之資訊設備順暢運作，分析工作流程，排定作業順序，設立標準值並訂定截期。
3. 評估公司對於資訊科技的需求，並提出改善方案（如：軟硬體更新）。
4. 建構電腦資訊系統，確保資料之安控，並進行損害修復。
5. 指派並監督系統分析師、程式設計師與其他電腦相關作業人員的工作。
6. 檢視系統圖表與程式，並於安裝使用前確認其安全性與適當性。
7. 控制設備操作之預算與支出。 ",中風險,0.334
d5b98e5f-8648-4e9d-bd41-6574a61a0b65,中偉科技股份有限公司,MIS/網管工程師(北區),網路管理工程師,"【工作內容】
 
1.  網路設備資產、公司資訊相關設備與員工個人電腦維護及管理。
2. 台北/高雄公司二地MIS機房設備管理。
3. ISO27001 驗證導入與維護;內外部稽核執行
4. ERP系統導入、維護，並解決使用者操作與系統基本問題。 
5. 依照企業需求，規劃、架設及管理各種伺服器。
6. 幫用戶端或作業員設定好電腦工作環境（如：應用軟體）。
7. 設定電腦周邊硬體系統的網絡連線（如：印表機）。
8. 建立使用手冊及程序，並對使用者進行教育訓練。
9. 負責資訊安全的管制。
10. 控管、備份網路伺服器內的檔案，並設定用戶端權限，以確保檔案安全。

【其他條件】 
1. 具備MIS工作二年以上經験
2. 具網路建置及伺服器管理優先考慮
3. 個性樂觀、主動積極、有責任感、樂於學習及有耐心
4. 具備良好的溝通能力，能依公司規定達成工作目標
5. 有ISO 27001導入或維護經驗尤佳
6. 需台北高雄出差


MIS／網管主管
1. 與使用者、管理階層、供應商及技術人員共同評估電腦與系統之需求。
2. 確保各部門之資訊設備順暢運作，分析工作流程，排定作業順序，設立標準值並訂定截期。
3. 評估公司對於資訊科技的需求，並提出改善方案（如：軟硬體更新）。
4. 建構電腦資訊系統，確保資料之安控，並進行損害修復。
5. 指派並監督系統分析師、程式設計師與其他電腦相關作業人員的工作。
6. 檢視系統圖表與程式，並於安裝使用前確認其安全性與適當性。
7. 控制設備操作之預算與支出。 ",中風險,0.338
d5b98e5f-8648-4e9d-bd41-6574a61a0b65,中偉科技股份有限公司,MIS/網管工程師(北區),MIS／網管主管,"【工作內容】
 
1.  網路設備資產、公司資訊相關設備與員工個人電腦維護及管理。
2. 台北/高雄公司二地MIS機房設備管理。
3. ISO27001 驗證導入與維護;內外部稽核執行
4. ERP系統導入、維護，並解決使用者操作與系統基本問題。 
5. 依照企業需求，規劃、架設及管理各種伺服器。
6. 幫用戶端或作業員設定好電腦工作環境（如：應用軟體）。
7. 設定電腦周邊硬體系統的網絡連線（如：印表機）。
8. 建立使用手冊及程序，並對使用者進行教育訓練。
9. 負責資訊安全的管制。
10. 控管、備份網路伺服器內的檔案，並設定用戶端權限，以確保檔案安全。

【其他條件】 
1. 具備MIS工作二年以上經験
2. 具網路建置及伺服器管理優先考慮
3. 個性樂觀、主動積極、有責任感、樂於學習及有耐心
4. 具備良好的溝通能力，能依公司規定達成工作目標
5. 有ISO 27001導入或維護經驗尤佳
6. 需台北高雄出差


MIS／網管主管
1. 與使用者、管理階層、供應商及技術人員共同評估電腦與系統之需求。
2. 確保各部門之資訊設備順暢運作，分析工作流程，排定作業順序，設立標準值並訂定截期。
3. 評估公司對於資訊科技的需求，並提出改善方案（如：軟硬體更新）。
4. 建構電腦資訊系統，確保資料之安控，並進行損害修復。
5. 指派並監督系統分析師、程式設計師與其他電腦相關作業人員的工作。
6. 檢視系統圖表與程式，並於安裝使用前確認其安全性與適當性。
7. 控制設備操作之預算與支出。 ",中風險,0.345
62bc6b30-ed68-4108-9b25-675f0771d4a7,愛瑪麗歐股份有限公司,Software QA Engineer軟體測試工程師(Hsinchu),軟韌體測試工程師,"1. Apps/Embedded system/Wireless等系統之軟體測試規劃,管理,與執行
2. 軟體測試環境建立架設、執行軟體測試工作及錯誤追蹤管理及驗證
3. 撰寫測試計畫書及測試報告
4. 執行測試計畫
5. 能進行產品規格測試比較",低風險,0.297
62bc6b30-ed68-4108-9b25-675f0771d4a7,愛瑪麗歐股份有限公司,Software QA Engineer軟體測試工程師(Hsinchu),韌體工程師,"1. Apps/Embedded system/Wireless等系統之軟體測試規劃,管理,與執行
2. 軟體測試環境建立架設、執行軟體測試工作及錯誤追蹤管理及驗證
3. 撰寫測試計畫書及測試報告
4. 執行測試計畫
5. 能進行產品規格測試比較",低風險,0.297
62bc6b30-ed68-4108-9b25-675f0771d4a7,愛瑪麗歐股份有限公司,Software QA Engineer軟體測試工程師(Hsinchu),軟體工程師,"1. Apps/Embedded system/Wireless等系統之軟體測試規劃,管理,與執行
2. 軟體測試環境建立架設、執行軟體測試工作及錯誤追蹤管理及驗證
3. 撰寫測試計畫書及測試報告
4. 執行測試計畫
5. 能進行產品規格測試比較",低風險,0.291
ad03c66a-28a7-4c89-b4b5-8268aad6077c,日商_台灣尼得科尖端科技股份有限公司,資深IT管理員,軟體工程師,"1. 公司業務流程系統軟體的設計與維護
要求:應徵者應具備二年以上JAVA Web及資料庫開發的工作經驗，或持SCJP(OCPJP)認證。
職責範圍: 負責開發及維護公司內部的表單流程等系統，整合各部門的業務流程，提升工作效率與管理;涵蓋需求分析、系統設計、程式開發、測試及上線等完整的軟體生命週期。



2. 網路基礎架構、防火牆與資訊安全的維運管理及故障排除
要求:熟悉網路概念,了解最新攻擊手法及防護對策,深入了解常見資安威脅
職責範圍: 負責公司網路基礎架構、防火牆設備的建置與維運，制定網路與資訊安全政策，監控網路流量;迅速排除系統故障,確保業務持續運作。",低風險,0.206
ad03c66a-28a7-4c89-b4b5-8268aad6077c,日商_台灣尼得科尖端科技股份有限公司,資深IT管理員,網路管理工程師,"1. 公司業務流程系統軟體的設計與維護
要求:應徵者應具備二年以上JAVA Web及資料庫開發的工作經驗，或持SCJP(OCPJP)認證。
職責範圍: 負責開發及維護公司內部的表單流程等系統，整合各部門的業務流程，提升工作效率與管理;涵蓋需求分析、系統設計、程式開發、測試及上線等完整的軟體生命週期。



2. 網路基礎架構、防火牆與資訊安全的維運管理及故障排除
要求:熟悉網路概念,了解最新攻擊手法及防護對策,深入了解常見資安威脅
職責範圍: 負責公司網路基礎架構、防火牆設備的建置與維運，制定網路與資訊安全政策，監控網路流量;迅速排除系統故障,確保業務持續運作。",低風險,0.208
03c8a6fc-3581-40b2-a4b5-98a4f28ce490,美好證券股份有限公司,科技部 - 網路工程師 Network Engineer,網路管理工程師,"職位概述：
人們在生活與事業上，都持續面對著許多財務上的挑戰，他們透過線上與線下來到美好金融，尋找更好的金融產品，解決方案與財務顧問的建議。我們的願景是打造地球上最好的金融工具與產品，讓這個世界變得更為美好，並藉由創新的洞察、金融、軟體、數據、服務與教育，帶給客戶最好的使用者體驗，成為長期的夥伴關係，同時支持更好的生產、創造更好的分配、成就更美好的生活與社會。

身為Network Engineer，你將進行網路架構的規劃及管理、專案的支援及日常相關問題的排除，持續評估新的技術、工具及方法的導入，並與團隊夥伴持續面對挑戰、學習成長，為客戶帶來良好的產品與服務。


工作職責：
身為Network Engineer，你熟悉無線網路建置管理、動態路由規劃設定等，樂於接受與學習新技術，並具有良好的溝通及問題解決能力，能與夥伴一同為客戶帶來美好的體驗與服務。

為了提供給我們的顧客更好的服務體驗與金融科技時，身為 IT Infrastructure 的一員，我們的責任在於時時檢視最新的技術與應用，並以此提供一個穩定、彈性且有效率的資訊基礎建設，使其能更好地乘載所有執行在其中的服務。你將負責網路相關設備如 Firewall、Load Balancer、Switch 與 Router 的維運支援及管理，監控、故障排除及調教網路效能，執行網路設備之升級、更新及測試，並配合日常及專案所需的建置、設定。

此外，你也將撰寫網路管理相關的 SOP ， 研究、評估導入新的技術與工具，並提供優化建議並提出改善計畫，確保更好的彈性、效率及穩定性。而作為第二線的技術支援，你也將會協助第一線 IT Helpdesk 同事進行相關的問題排除。

我們期待你是一位熱誠、誠實、樂於團隊合作的夥伴，並執行網路面的規劃管理與優化。而你過往的專業將和每位夥伴一同支持全公司堅持追求完美，塑造公司的未來，並讓客戶安心地享有金融服務，成就美好生活。

任職要求：
- 資訊工程相關學科大學學歷畢業。
- 網路工程師相關工作經驗 3 年。
- 熟悉 BGP、OSPF 等動態路由的規劃、設定與故障排除。
- 熟悉 Cisco、F5、Fortinet、PaloAlto 產品
- 熟悉無線網路的建置與管理
- 保持開放的心態並樂於積極學習新的技術與應用。
- 良好的溝通能力並能與其他部門、團隊合作。
- 具備 CCNP 證照。
- 熟悉 Python 程式語言尤佳。
- 熟悉 Linux 作業系統尤佳。
- 具備銀行業、證券業工作經驗尤佳。


加分條件：
- 曾從無到有建置過 Data Center 等相關經驗。
- 熟悉私有/公有雲，如 OpenStack, VMware, AWS, Azure, GCP 等相關經驗。
- 熟悉緊急事故回應等相關流程及 SLI/SLO/SLA, RTO, RPO。",低風險,0.319
03c8a6fc-3581-40b2-a4b5-98a4f28ce490,美好證券股份有限公司,科技部 - 網路工程師 Network Engineer,資訊設備管制人員,"職位概述：
人們在生活與事業上，都持續面對著許多財務上的挑戰，他們透過線上與線下來到美好金融，尋找更好的金融產品，解決方案與財務顧問的建議。我們的願景是打造地球上最好的金融工具與產品，讓這個世界變得更為美好，並藉由創新的洞察、金融、軟體、數據、服務與教育，帶給客戶最好的使用者體驗，成為長期的夥伴關係，同時支持更好的生產、創造更好的分配、成就更美好的生活與社會。

身為Network Engineer，你將進行網路架構的規劃及管理、專案的支援及日常相關問題的排除，持續評估新的技術、工具及方法的導入，並與團隊夥伴持續面對挑戰、學習成長，為客戶帶來良好的產品與服務。


工作職責：
身為Network Engineer，你熟悉無線網路建置管理、動態路由規劃設定等，樂於接受與學習新技術，並具有良好的溝通及問題解決能力，能與夥伴一同為客戶帶來美好的體驗與服務。

為了提供給我們的顧客更好的服務體驗與金融科技時，身為 IT Infrastructure 的一員，我們的責任在於時時檢視最新的技術與應用，並以此提供一個穩定、彈性且有效率的資訊基礎建設，使其能更好地乘載所有執行在其中的服務。你將負責網路相關設備如 Firewall、Load Balancer、Switch 與 Router 的維運支援及管理，監控、故障排除及調教網路效能，執行網路設備之升級、更新及測試，並配合日常及專案所需的建置、設定。

此外，你也將撰寫網路管理相關的 SOP ， 研究、評估導入新的技術與工具，並提供優化建議並提出改善計畫，確保更好的彈性、效率及穩定性。而作為第二線的技術支援，你也將會協助第一線 IT Helpdesk 同事進行相關的問題排除。

我們期待你是一位熱誠、誠實、樂於團隊合作的夥伴，並執行網路面的規劃管理與優化。而你過往的專業將和每位夥伴一同支持全公司堅持追求完美，塑造公司的未來，並讓客戶安心地享有金融服務，成就美好生活。

任職要求：
- 資訊工程相關學科大學學歷畢業。
- 網路工程師相關工作經驗 3 年。
- 熟悉 BGP、OSPF 等動態路由的規劃、設定與故障排除。
- 熟悉 Cisco、F5、Fortinet、PaloAlto 產品
- 熟悉無線網路的建置與管理
- 保持開放的心態並樂於積極學習新的技術與應用。
- 良好的溝通能力並能與其他部門、團隊合作。
- 具備 CCNP 證照。
- 熟悉 Python 程式語言尤佳。
- 熟悉 Linux 作業系統尤佳。
- 具備銀行業、證券業工作經驗尤佳。


加分條件：
- 曾從無到有建置過 Data Center 等相關經驗。
- 熟悉私有/公有雲，如 OpenStack, VMware, AWS, Azure, GCP 等相關經驗。
- 熟悉緊急事故回應等相關流程及 SLI/SLO/SLA, RTO, RPO。",中風險,0.369
9f5ade63-cc15-4172-9e45-225084bf7f30,捷爾威有限公司,PHP後端工程師,後端工程師,"能力要求
1.  負責程式撰寫與維護。
2.  進行程式的測試、優化與調整修改。
3.  熟悉php laravel jquery。
4.  熟悉Git及Linux尤佳。
5.  PHP工作經驗一年以上
6.  具問題解決、團隊合作、溝通協調、壓力承受極熱愛學習特質
基本工作內容：
-熟PHP、HTML5、MYSQL、JavaScript   
-具備問題解決、團隊合作、溝通協調及熱愛學習等特質

我們期望你有的技能：
Linux
AJAX
PHP
MySQL
HTML
JavaScript
jQuery
   ",中風險,0.342
6f200d16-5f90-4343-aa24-f97183ee5913,蓋世科技有限公司,Management Associate/Trainee (MA/MT) - IT,儲備幹部,"Management Associate Program - IT (Software Technology Focus) 

This program is designed to cultivate future technology leaders within our  IT software services organization. Associates will undergo a comprehensive training program, rotating through various IT departments followed by business function exposure. Travel is required.  

Objectives: 
-Develop deep technical skills and business acumen. 
-Cultivate leadership potential for tech management roles. 
-Understand the intersection of technology and business strategy. 

Phase 1: IT Deep Dive: Rotations in: 
-Software Development/Engineering (programming languages, methodologies, lifecycle management) 
-Cloud Computing/DevOps (cloud platforms, containerization, DevOps) 
-Cybersecurity/Network Engineering (security protocols, infrastructure, incident response) 
-Data Science/Analytics (data analysis tools)
-IT Operations/Support (ITSM, troubleshooting, end-user support) 
--Business Analysis (Requirements gathering, stakeholder management, user stories, use case development, solution design)

Objective: Gain deep technical understanding and build relationships with technical experts. 

Phase 2: Business Acumen: 
-Business Development & Marketing (1.5 Months): Focus on creating value and promoting solutions. Learn client identification, technical presentations, client relationship building, and translating technical features into marketing messages (market research, campaigns, proposals etc). 
-Customer Service & Operations (1.5 Months): Focus on post-sales activities and operational efficiency. Learn client support, issue resolution (CRM), and internal processes (project management, resource allocation, process improvement). 

Objective: Understand how technology drives business strategy, translate technical concepts into business value, and communicate with non-technical stakeholders. 

Responsibilities: 
-On-the-job training in IT and business functions. 
-Project participation (IT, Project/Product Management, Business Development). 
-System improvement and process optimization. 
-Meeting performance goals and receiving mentorship. 

Projects: Contribute to department projects by proposing system improvements and process optimization, including project planning, execution, and oversight within budget and scope. 

Professional Development: 
-Structured training guided by senior management. 
-Mentorship from senior leaders and participation in strategic projects. 
-Project leadership opportunities. 
-Continuous learning and development to cultivate leadership traits. 

Qualifications: 
-Minimum CGPA 3.4 (or equivalent) in IT, Software Development, Computer Science, or related field. 
-Strong desire for professional development. 
-Team player, quality-driven and customer-focused. 
-Strong interest in IT, e-commerce, and emerging technologies. 
-Keen business sense and some leadership experience (plus). 
-Ability to work under pressure and meet deadlines. 
-Fluent in English and Mandarin. 
-Willingness to travel. 
-Fresh graduates encouraged. 

 ",高風險,0.75
6f200d16-5f90-4343-aa24-f97183ee5913,蓋世科技有限公司,Management Associate/Trainee (MA/MT) - IT,軟體專案主管,"Management Associate Program - IT (Software Technology Focus) 

This program is designed to cultivate future technology leaders within our  IT software services organization. Associates will undergo a comprehensive training program, rotating through various IT departments followed by business function exposure. Travel is required.  

Objectives: 
-Develop deep technical skills and business acumen. 
-Cultivate leadership potential for tech management roles. 
-Understand the intersection of technology and business strategy. 

Phase 1: IT Deep Dive: Rotations in: 
-Software Development/Engineering (programming languages, methodologies, lifecycle management) 
-Cloud Computing/DevOps (cloud platforms, containerization, DevOps) 
-Cybersecurity/Network Engineering (security protocols, infrastructure, incident response) 
-Data Science/Analytics (data analysis tools)
-IT Operations/Support (ITSM, troubleshooting, end-user support) 
--Business Analysis (Requirements gathering, stakeholder management, user stories, use case development, solution design)

Objective: Gain deep technical understanding and build relationships with technical experts. 

Phase 2: Business Acumen: 
-Business Development & Marketing (1.5 Months): Focus on creating value and promoting solutions. Learn client identification, technical presentations, client relationship building, and translating technical features into marketing messages (market research, campaigns, proposals etc). 
-Customer Service & Operations (1.5 Months): Focus on post-sales activities and operational efficiency. Learn client support, issue resolution (CRM), and internal processes (project management, resource allocation, process improvement). 

Objective: Understand how technology drives business strategy, translate technical concepts into business value, and communicate with non-technical stakeholders. 

Responsibilities: 
-On-the-job training in IT and business functions. 
-Project participation (IT, Project/Product Management, Business Development). 
-System improvement and process optimization. 
-Meeting performance goals and receiving mentorship. 

Projects: Contribute to department projects by proposing system improvements and process optimization, including project planning, execution, and oversight within budget and scope. 

Professional Development: 
-Structured training guided by senior management. 
-Mentorship from senior leaders and participation in strategic projects. 
-Project leadership opportunities. 
-Continuous learning and development to cultivate leadership traits. 

Qualifications: 
-Minimum CGPA 3.4 (or equivalent) in IT, Software Development, Computer Science, or related field. 
-Strong desire for professional development. 
-Team player, quality-driven and customer-focused. 
-Strong interest in IT, e-commerce, and emerging technologies. 
-Keen business sense and some leadership experience (plus). 
-Ability to work under pressure and meet deadlines. 
-Fluent in English and Mandarin. 
-Willingness to travel. 
-Fresh graduates encouraged. 

 ",高風險,0.829
6f200d16-5f90-4343-aa24-f97183ee5913,蓋世科技有限公司,Management Associate/Trainee (MA/MT) - IT,其他資訊專業人員,"Management Associate Program - IT (Software Technology Focus) 

This program is designed to cultivate future technology leaders within our  IT software services organization. Associates will undergo a comprehensive training program, rotating through various IT departments followed by business function exposure. Travel is required.  

Objectives: 
-Develop deep technical skills and business acumen. 
-Cultivate leadership potential for tech management roles. 
-Understand the intersection of technology and business strategy. 

Phase 1: IT Deep Dive: Rotations in: 
-Software Development/Engineering (programming languages, methodologies, lifecycle management) 
-Cloud Computing/DevOps (cloud platforms, containerization, DevOps) 
-Cybersecurity/Network Engineering (security protocols, infrastructure, incident response) 
-Data Science/Analytics (data analysis tools)
-IT Operations/Support (ITSM, troubleshooting, end-user support) 
--Business Analysis (Requirements gathering, stakeholder management, user stories, use case development, solution design)

Objective: Gain deep technical understanding and build relationships with technical experts. 

Phase 2: Business Acumen: 
-Business Development & Marketing (1.5 Months): Focus on creating value and promoting solutions. Learn client identification, technical presentations, client relationship building, and translating technical features into marketing messages (market research, campaigns, proposals etc). 
-Customer Service & Operations (1.5 Months): Focus on post-sales activities and operational efficiency. Learn client support, issue resolution (CRM), and internal processes (project management, resource allocation, process improvement). 

Objective: Understand how technology drives business strategy, translate technical concepts into business value, and communicate with non-technical stakeholders. 

Responsibilities: 
-On-the-job training in IT and business functions. 
-Project participation (IT, Project/Product Management, Business Development). 
-System improvement and process optimization. 
-Meeting performance goals and receiving mentorship. 

Projects: Contribute to department projects by proposing system improvements and process optimization, including project planning, execution, and oversight within budget and scope. 

Professional Development: 
-Structured training guided by senior management. 
-Mentorship from senior leaders and participation in strategic projects. 
-Project leadership opportunities. 
-Continuous learning and development to cultivate leadership traits. 

Qualifications: 
-Minimum CGPA 3.4 (or equivalent) in IT, Software Development, Computer Science, or related field. 
-Strong desire for professional development. 
-Team player, quality-driven and customer-focused. 
-Strong interest in IT, e-commerce, and emerging technologies. 
-Keen business sense and some leadership experience (plus). 
-Ability to work under pressure and meet deadlines. 
-Fluent in English and Mandarin. 
-Willingness to travel. 
-Fresh graduates encouraged. 

 ",高風險,0.811
